Tweets	partition	Topics
due weather amp ongoing power phone issue hq decided remain closed keep updated change	dev	3
cyclone debbie recently hit country australia b china c japan danikbhaskar dna	test	3
wildfire kill destroy home building california wine country	train	2
however alistair look like inquisition prepared flood hometown	train	1
anyone feel earthquake	train	0
cam delayed due part editor involved cyclone debbie queensland support go family	train	3
felt earthquake neat california good	train	0
security traffic camera record chilling advance canada wildfire reuters	train	2
great see rain let u keep flooding minimum	train	1
samstrangeyt thought cyclone debbie flood lismore also might evacuated wardell	test	3
bbcworld rt daveleebbc people confirmed died california wildfire via twitter	train	2
federal government yesterday said would give assistance victim flood disaster claimed eight li	dev	1
unsure earthquake upstairs neighbor	train	0
emergency management need info homeowner renter amp business suffered flood damage personal propert	train	1
rain water falling large drop may comeing flood today	train	1
woah definitely earthquake	train	0
lord send rain feeling canadian moment huge wildfire alberta	train	2
view sky fire smoke	test	2
got stuck flash flood n got rained really bad yesterday n think coming w cold lmao genius	train	1
earthquake occurred km e kelseyville ca utc	test	0
going kerala mha team direction prime minister narendramodi ji ass flood damag	dev	1
rihanna remember vote democrat flood town amp school realdonaldtrump	train	1
multiple source told theinvadingsea fema may begin factoring flood insurance rate	train	1
family build bunker home cyclone debbie hit	dev	3
nevermind go flash flood warning also almost got hit lightning haha	test	1
ex cyclone debbie force mass closure queensland school	train	3
tropical cyclone debbie utc	train	3
caught guard like wave pulled feeling fight like wildfire deep inside	train	2
school child hebei province take part classroom earthquake drill ht sixthtone	dev	0
extreme drought condition flash flood warning day work	train	1
thanks cyclone debbie day school stop need power scared dark	train	3
monster wildfire canada bigger new york city	train	2
australian urged share best holiday memory wake cyclone debbie	train	3
dish talking coronam say whoa earthquake look like	train	0
arrocharalps argyllandbute succoth local love new flood parked car clogging road	train	1
zedusfanaccount time flood market submissive asian gfs	train	1
behalf everyone aheia extend thought prayer effected wildfire ft mcmurray	train	2
arcade hometown flooding heavy rain	train	1
safe alberta friend family	train	2
fort mcmurray wildfire alberta grows firefighter hope rain nbcnews comfort	dev	2
local member bringing big gun	test	3
berkeley earthquake pm	train	0
tank full flowing	test	3
nothing like little earthquake get morning started tulsa	train	0
going escape flood die epic minigames via youtube	train	1
insane see smoke canadian wildfire way atlanta	train	2
flood destroyed sutter mill flood exposed foundation amp location discovered	train	1
anyone feel earthquake	train	0
one spot get good phone reception moment	train	3
honestly dreading calling bell support flood apartment amp pending move amazin	train	1
guarantee still happy ever real	train	2
mikeworldbitch gone flood as boa	train	1
fuckin smell wildfire smoke canada	train	2
minor earthquake california think	train	0
school closed across brisbane yay struggled cyclone debbie help	train	3
sheshhhh think another earthquake coming	train	0
ex cyclone debbie mm rain extensive localised flooding expected around sunshine coast today	train	3
little felt one guessing	train	0
thought best part flood getting foot water basement surprise car totaled	train	1
jolting earthquake sf	test	0
alberta wildfire may stall canada second quarter growth via reuters	dev	2
worry everyone help arriving fix wuckin furries	train	3
thousand evacuate wildfire burn home business california	train	2
california wildfire threaten thousand home worth ten billion corelogic	test	2
roof damage holiday apartment catseye beach	train	3
flash flood warning effect monmouth ocean county p one also effect middl	dev	1
gotten ab flash flood warning since understand pls let flood peace	test	1
felt baby earthquake explains foot twitching	dev	0
san francisco smoke ash wildfire blanket california city	train	2
pretty good sized earthquake oakland	train	0
real life sharknado cyclone debbie wash shark australian street	test	3
woah think first earthquake felt bay	train	0
htc wildfire cdma tata cdma pre owned mobile r buy	train	2
thousand flee deadly california wildfire via youtube	dev	2
hope driveway flood get home literally one stuck couple week ago	dev	1
enemy shall come like flood spirit lord shall lift standard isaiah	train	1
wildfire smoke canada terrible c	train	2
cyclone debbie raging around studio turning night stopped	train	3
boy reunite parent separated wildfire evacuation	dev	2
looking flood pic last night feel fortunate come unscathed yeah blood	train	1
watch pakistani journalist sits floating tube reporting flood	train	1
bay area earthquake twitter party	train	0
wine country wildfire take toll vintage tourism	train	2
houston area cope heavy rainfall street flooding july th	train	1
shall back flood tl ignorance soon	train	1
bit earthquake felt pacifica double thud rumbly roller	train	0
flood risk follows cyclone debbie wake	train	3
earthquake stop watching game	train	0
toll dead missing damage mount california wildfire via pjmedia com	train	2
flood affected area delhi road aftr normal rain	dev	1
aerial photo show wildfire one california neighborhood	train	2
brooknoladvisor foxnews senkamalaharris really got wait flood back across	train	1
canadian rental association call donation fort mcmurray wildfire relief	dev	2
acosta showed total lack compassion thought like spike heel view flood area	train	1
sending love california	train	2
live mitchelton way worse house still flooded	train	3
raining ember fierce wildfire heavy smoke stuck slow moving traffic horrifying sh pray	train	2
california wildfire kill burn building via voanews	train	2
smokey california sunset bad fire	train	2
baby first earthquake welcome sf kid	train	0
hey everyone still cyclone debbie best running soon possible	train	3
widespread flooding ex cyclone debbie head south east via abcnews	dev	3
time insurance came grip	dev	2
battered cyclone debbie cockatoo loses fight	train	3
either earthquake someone making ruckus next door	train	0
california wildfire continue	train	2
yo felt earthquake	train	0
obligatory earthquake tweet	train	0
earthquake plane crashing apartment building lol hope plane	train	0
thousand without power storm flood pittsburgh region via triblive	train	1
earthquake shit lit	train	0
felt damn earthquake first time two year thought fr die	train	0
go back sleep knowing friend safe bcoz flood keep safe fam pray pray pray	train	1
people go row burn bury glenn episode wildfire	train	2
aerial photo show wildfire one california neighborhood	train	2
thousand flee wildfire ravage california least killed abc news via abc	train	2
