Tweets	partition	Topics
hahahaha de gea tweeted encourage donation nepal full reply contract ni	train	10
jenny mccarthy chimed ebola treatment yet	train	8
center disease control confirmed case deadly middle east respiratory syndrome known	train	5
fast fact typhoon grows stronger	test	7
providing additional million assistance emergency response	train	10
wind damage southeastern arizona odile	train	3
path hurricane odile destruction seen instagram	train	3
checkout destruction cabo san lucas photocredit amp ig	test	3
cyclone pam plough pacific pam category five tropical typhoon bear vanuatu causin	train	9
constantly goin outta way people end forgetting past	train	4
twenty health care worker two doctor came contact mers patient checked disease orlan	train	5
chile hit second powerful earthquake	train	2
nepal india begin relief effort monsoon flood claim least life	train	4
even imagine psychological impact u fun stop international medium propooganda	train	10
attack relief mean terrorist org dnt want let anyone good	train	0
misleading info amp propoganda judicial flood commission beig used discredit pakistanarmy amp govt effort cope wit	train	6
earthquake northern california rattled magnitude earthquake	train	1
cyclone stop top end meat delivery northern territory meatworks forced freeze beef unable	train	9
nepal earthquake trigger everest avalanche climber risk time india	train	10
usaid activated urban search amp rescue team deploy w dart help	train	10
friend hike installed phone know flood jammu amp kashmir	train	6
pm taking aerial view situation flood affected area jammu amp kashmir	train	6
thought living stuck sad mess	train	3
mccann worldgroup miraflores lima	train	2
center upgrade level flood alert eastern	train	4
public storm warning signal december via	dev	7
dtn iran mers hit scientist search cause treatment two case middle east respiratory	train	5
life would hav better people preach word god dem dey give attention ebola spread salt water treatment	train	8
infection prevention control guidance acute carefootnote setting	train	5
jawbone data quantifies exactly much sleep lost california earthquake	train	1
strong magnitude earthquake rock san francisco bay area dozen hurt significant damage napa cbs san fran	train	1
srinagar september kashmir voice occupied kashmir least sixteen malaysian missing flood	train	6
mobile hospital food doctor sent nepal guidance guruji	train	10
fascinating look napa earthquake affect sleep	train	1
aid head vanuatu devastating pacific cyclone sydney reuters first shipment aid	dev	9
flood landslide chaos kashmir independent online independent onlinefloods landslide cha	train	6
people please donate	train	9
singapore ghurka contingent morning briefing htt	train	10
mode transmission nature virus r unknown	train	8
update new earthquake chile prompt tsunami alert santiago april reuters powerful magnitud	train	2
blaming camel people going associate joe camel respiratory disease mers	dev	5
follow trend tomorrow pm pm feel free ask question ebola cc	train	8
usgs report km w cobb california utc	train	0
hotel cabo fixed trip nov help	train	3
find another middle east respiratory syndrome case disease spread	train	5
forecast position hour dec km e calapan city mindoro km science garden qc	train	7
ebola union bank worker wear glove prevent contacting deadly disease lagos via	train	8
wish bad dream would wake tomorrow	train	4
new cyclone rx playstation joystick gamepad adapter msx computer	train	9
magnitude quake jolt pak northwest	train	10
typhoon tough forecast inside look	train	7
airtel made call nepal free hour hr today	train	10
path hurricane odile destruction seen instagram hurricane odile came comment	train	3
figure skater donates help young victim	dev	10
ludhiana punjab indian army collect dispatch relief material j amp k flood victim	train	6
budget airline offer free flight aid agency	train	10
bollywood bark amp gaza word victim bloody hypocrite	dev	10
see fact twisted moron	test	10
current affair upon u following	train	10
flood first time last year much need wait take envrironment seriously	train	6
omar abdullah order doubling ration flood hit state jammu kashmir chief minister omar abdullah h	dev	6
candidate must help rebuild c year loan today	train	1
un say dead vanuatu cyclone pam un humanitarian office say dead people displaced	train	9
prevention corona virus	train	5
airport shut october hurricane damage many hotel hope reopen mid late october	train	3
provider develop flu like symptom exposed mers patient florida	train	5
snuck hotel lobby massive destruction imagine rest hotel	test	3
star india join hand mobilise relief nepal amp northern india click donate	train	10
tracking link cyclone pan	test	9
stage dirco say confirmed report working round clock find affected south african ec	train	10
new post napa resident begin process repairing quake damaged home	train	1
chile earthquake spark tsunami warning evacuation thousand	dev	2
min set seven sin last night check	train	8
km wsw iquique chile depth km utc	train	2
order aid quake victim	dev	0
tech giant help track nepal earthquake survivor marketwatch	train	10
resident tourist sent shelter hurricane odile make landfall abc news via	train	3
affected community north island make sure prepared possible impact cyclone pam	train	9
wait see slim thick pam granddaddy hand f	train	9
usa news hot news earthquake dozen injured critically strong earthquake califor	dev	1
grown deal grown issue like banking doctor appointment stressful	train	4
signal negro oriental negro occidental southern cebu misamis oriental agusan del sur camiguin	train	7
cdc ebola question answer	train	8
clarify policy pl amp tv talk show asad umer said open taliban personal opine	test	0
nepal earthquake reduces world heritage site rubble	test	10
massive block earth crust mile long amp mile wide lurched foot south saturday course second	train	10
tryna ebola conscious many people hugged today	train	8
today local health expert take question facebook page	train	8
